,name,rating,sub_region,year,"price, kr.",light-bold,smooth-tannic,dry-sweet,soft-acidic,winery,light-bold-cat,smooth-tannic-cat,dry-sweet-cat,soft-acidic-cat,region,kompas,kompas2
1603,Falconeri Cabernet Sauvignon di Toscana ,4.0,Toscana,2008,210.79 ,0.532115,0.440043,0.0,0.36508,Uggiano,semi bold,semi smooth,dry,semi soft,Toscana,North,North-west
1604,Brolo del Figaretto Amarone della Valpolicella Valpantena ,4.5,Amarone della Valpolicella Valpantena,2008,192.40 ,0.825,0.226131,0.435986,0.253783,Corte Figaretto,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
1605,Fracastoro Riserva Amarone della Valpolicella Classico ,4.5,Valpolicella,2008,260.70 ,0.807693,0.203009,0.46860100000000005,0.23985700000000001,Villabella,bold,smooth,sweet,semi soft,Veneto,North,North-east
1606,Della Cima Sagrantino di Montefalco ,4.5,Montefalco Sagrantino,2008,202.38 ,0.582071,0.470718,0.0663475,0.417255,Villa Mongalli,semi bold,semi tannic,dry,semi acidic,Umbria,Central,Central
1607,Terra del Cereolo Valpolicella Superiore ,4.2,Valpolicella,2008,154.93 ,0.422853,0.43147199999999997,0.103988,0.542301,Trabucchi d'Illasi,semi light,semi smooth,dry,semi acidic,Veneto,North,North-east
1608, &  ,4.5,Toscana,2008,791.41 ,0.490146,0.428784,0.082964,0.453581,Capannelle,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1609,I'Rennero ,4.6,Val di Cornia,2008,417.12 ,0.45825499999999997,0.31416,0.0528988,0.436454,Gualdo del Re,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1610,Veneto Primofiore Rosso ,4.3,Veneto,2008,229.79 ,0.578909,0.354478,0.17471399999999998,0.259921,Quintarelli Giuseppe,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
1611,Ornato Barolo ,4.5,Barolo,2008,999 ,0.607333,0.757962,0.0464421,0.825,Pio Cesare,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1612,Sole dei Padri ,4.2,Sicilia,2008,214.52 ,0.825,0.398732,0.23828000000000002,0.17150600000000002,Spadafora,bold,semi smooth,semi dry,soft,Sicilia,South,South
1613,Re del Sole ,4.6,Umbria,2008,250.83 ,0.607581,0.472041,0.045324300000000005,0.367622,Leonucci,semi bold,semi tannic,dry,semi soft,Umbria,Central,Central
1614, Stelle Sfursat ,4.6,Valtellina,2008,365.57 ,0.6293949999999999,0.7381690000000001,0.132948,0.813017,Nino Negri,semi bold,tannic,dry,acidic,Lombardia,North,North
1615,Brunello di Montalcino Il Vino Dei Poeti ,4.1,Brunello di Montalcino,2008,273.22 ,0.446456,0.56038,0.0584881,0.614093,Bottega,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1616,Saxa Calida Rosso ,4.1,Toscana,2008,450 ,0.5345369999999999,0.39818000000000003,0.157363,0.44118899999999994,Poderi del Paradiso,semi bold,semi smooth,semi dry,semi acidic,Toscana,North,North-west
1617,Copertino Riserva ,3.6,Copertino,2008,88.47 ,0.825,0.37993099999999996,0.23041799999999998,0.23937799999999998,Cupertinum,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
1618,Il Falcone Riserva Castel del Monte ,3.7,Castel del Monte,2008,112.47 ,0.825,0.411893,0.220902,0.25763400000000003,Rivera,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
1619,Alteo Amarone della Valpolicella ,4.6,Amarone della Valpolicella,2008,1245 ,0.825,0.218538,0.428361,0.252683,Fasoli Gino,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
1620,Taurasi Riserva ,4.3,Taurasi,2008,387.33 ,0.825,0.482993,0.226717,0.328523,Perillo,bold,semi tannic,semi dry,semi soft,Campania,South,South-west
1621,Ca' Florian Amarone della Valpolicella Classico Riserva ,4.6,Amarone della Valpolicella Classico,2008,715 ,0.820322,0.180416,0.475133,0.218441,Tommasi,bold,smooth,sweet,semi soft,Veneto,North,North-east
1622,Taurasi Radici ,4.0,Taurasi,2008,262.04 ,0.8050200000000001,0.457273,0.208919,0.287896,Mastroberardino,bold,semi smooth,semi dry,semi soft,Campania,South,South-west
1623,Vigna Schiena d'Asino Brunello di Montalcino ,4.5,Brunello di Montalcino,2008,825 ,0.471674,0.563258,0.019362300000000002,0.636845,Mastrojanni,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1624,Scrio ,4.5,Toscana,2008,633.13 ,0.49524700000000005,0.381376,0.0711045,0.4239899999999999,Le Macchiole,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1625,Kapnios Aglianico ,4.7,Campania,2008,610.78 ,0.825,0.299386,0.276462,0.22909500000000002,Masseria Frattasi,bold,semi smooth,semi dry,semi soft,Campania,South,South-west
1626,De Bvris Amarone della Valpolicella Classico Riserva ,4.6,Amarone della Valpolicella Classico,2008,2299 ,0.685245,0.191092,0.448091,0.299863,Tommasi,bold,smooth,sweet,semi soft,Veneto,North,North-east
1627,Parceto ,4.5,Vino Nobile di Montepulciano,2008,260.15 ,0.514805,0.515757,0.019707699999999998,0.624015,Poggio Alla Sala,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1628,Barolo Bricco Visette ,4.0,Barolo,2008,469 ,0.620834,0.746247,0.084959,0.825,Attilio Ghisolfi,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1629,Riserva gli Angeli Brunello di Montalcino ,4.4,Brunello di Montalcino,2008,550.38 ,0.438265,0.5349929999999999,0.0720229,0.605235,La Gerla,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1630,Brunello di Montalcino (Campo di Marzo) ,4.5,Brunello di Montalcino,2008,452.17 ,0.50345,0.512956,0.054781,0.60651,Il Valentiano,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1631,Collezione Imperatore Brunello Di Montalcino ,4.5,Toscana,2008,672.69 ,0.454167,0.5337879999999999,0.0,0.6184850000000001,Marcus Aurelius,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1632,Syrah Toscana ,4.6,Toscana,2008,1907.03 ,0.5281170000000001,0.356623,0.126087,0.378613,Tua Rita,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1633,Sammarco ,4.3,Toscana,2008,733.68 ,0.506251,0.443659,0.086671,0.430773,Castello dei Rampolla,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1634,Campasso Rosso Veronese ,4.7,Rosso Veronese,2008,407.46 ,0.674677,0.362056,0.029193499999999997,0.171492,Villa Contea,semi bold,semi smooth,dry,soft,Veneto,North,North-east
1635,L'Errante ,4.5,Rosso Veronese,2008,609 ,0.650697,0.329457,0.357306,0.133835,Bussola,semi bold,semi smooth,semi sweet,soft,Veneto,North,North-east
1636,Giorgio Bartholomäus ,4.5,Bolgheri Superiore,2008,823.07 ,0.525212,0.396841,0.097017,0.408746,Tenuta Argentiera,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1637,Amarone della Valpolicella Classico Mater ,4.7,Valpolicella,2008,999 ,0.799581,0.22425799999999999,0.439688,0.242792,Domini Veneti,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
1638,Aleatico Superiore ,4.5,Sovana,2008,700 ,0.479767,0.37337200000000004,0.21016300000000002,0.444581,Antinori,semi light,semi smooth,semi dry,semi acidic,Toscana,North,North-west
1639,Santagostino Baglio Sorìa Red ,3.8,Terre Siciliane,2008,100.56 ,0.802464,0.39616000000000007,0.226757,0.253146,Firriato,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
1640,Sangue di Giuda ,4.5,Sangue di Giuda dell'Oltrepo Pavese,2008,120.15 ,0.619371,0.374862,0.41984299999999997,0.173048,Ca'Montebello di Scarani Luigi,semi bold,semi smooth,semi sweet,soft,Lombardia,North,North
1641,Barolo Riserva Cannubi  ,4.6,Barolo,2008,1172.22 ,0.6350100000000001,0.714735,0.08916299999999999,0.711418,Damilano,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1642,Riserva Barolo ,4.7,Barolo,2008,560.88 ,0.558042,0.65979,0.125131,0.7897379999999999,Renato Corino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1643,Lupi e Sirene Riserva ,4.6,Brunello di Montalcino,2008,675 ,0.47184,0.5731580000000001,0.076605,0.620346,Podere le Ripi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1644,Cuccuvaia ,4.5,Toscana,2008,288.82 ,0.388568,0.34218400000000004,0.0599272,0.42284,San Gabriele Arcangelo,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1645,Terlo Vigna Costa Grimaldi Barolo ,4.3,Barolo,2007,450 ,0.613446,0.749717,0.0480305,0.825,Luigi Einaudi,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1646,Il Lussurioso Amarone ,4.6,Amarone della Valpolicella,2007,1995 ,0.825,0.201066,0.457171,0.218247,Buglioni,bold,smooth,sweet,semi soft,Veneto,North,North-east
1647,Santacroce ,4.3,Toscana,2007,435 ,0.516128,0.400288,0.11313100000000001,0.433309,Castell'in Villa,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1648,Amarone della Valpolicella Riserva ,4.6,Amarone della Valpolicella,2007,297.19 ,0.825,0.182827,0.47612499999999996,0.173862,Rocca Sveva,bold,smooth,sweet,soft,Veneto,North,North-east
1649,Mirau Barolo ,4.3,Barolo,2007,700 ,0.535,0.688723,0.0,0.726268,Negretti,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1650,Brunello di Montalcino Vigneti Dei Cottimelli ,4.6,Brunello di Montalcino,2007,479.68 ,0.466107,0.585464,0.110536,0.580286,Fuligni,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1651,Barolo Brunate ,4.6,Barolo,2007,1050 ,0.5978220000000001,0.8045310000000001,0.126327,0.825,Vietti,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1652,Pian dei Tigli Monferrato Rosso ,4.6,Monferrato,2007,210.25 ,0.65,0.407843,0.07691200000000001,0.15,Castello di Razzano,semi bold,semi smooth,dry,soft,Piemonte,North,North-west
1653,Empatia ,4.6,Maremma Toscana,2007,816.54 ,0.410465,0.4,0.0,0.4,Ampeleia,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1654,Pagliaro Montefalco Sagrantino Secco ,4.6,Montefalco Sagrantino,2007,431.67 ,0.518817,0.46096899999999996,0.087336,0.427174,Paolo Bea,semi light,semi smooth,dry,semi acidic,Umbria,Central,Central
1655,Garblèt Sué Barolo ,4.4,Barolo,2007,580.99 ,0.6374500000000001,0.713403,0.0,0.808443,Brovia,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1656,Spinning Beauty Montefalco Sagrantino ,4.6,Montefalco Sagrantino,2007,1074.48 ,0.4175,0.275944,0.0170556,0.31366700000000003,Arnaldo-Caprai,semi light,smooth,dry,semi soft,Umbria,Central,Central
1657,Vigneti di Ravazzol Amarone della Valpolicella Classico ,4.6,Amarone della Valpolicella Classico,2007,399 ,0.787699,0.236051,0.450247,0.263741,Ca La Bionda,bold,smooth,sweet,semi soft,Veneto,North,North-east
1658,Amarone Valpolicella Classico Castelliere delle Guaite ,4.6,Amarone della Valpolicella Classico,2007,770.54 ,0.803333,0.17244199999999998,0.471667,0.23033,Montresor,bold,smooth,sweet,semi soft,Veneto,North,North-east
1659,Margheria Barolo ,4.3,Barolo,2007,580.99 ,0.601963,0.737927,0.060426899999999985,0.782074,Massolino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1660,La Poja (Monovitigno Corvina Veronese) ,4.5,Verona,2007,495 ,0.6314329999999999,0.36833,0.196928,0.218013,Allegrini,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
1661,Vigna Madonna Assunta La Villa Barolo Riserva ,4.5,Barolo,2007,1999 ,0.629277,0.7059380000000001,0.0646875,0.720493,Rocche dei Manzoni,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1662,Lodovico ,4.7,Toscana,2007,2992.09 ,0.555508,0.38469499999999995,0.12023,0.40125900000000003,Biserno,semi bold,semi smooth,dry,semi soft,Toscana,North,North-west
1663,Sottocastello di Novello Barolo ,4.5,Barolo,2007,495 ,0.608207,0.752543,0.0,0.790168,Le Ginestre,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1664,Negus Montepulciano d'Abruzzo ,4.6,Montepulciano d'Abruzzo,2007,300 ,0.48241100000000003,0.343889,0.236178,0.615478,Cascina del Colle,semi light,semi smooth,semi dry,semi acidic,Abruzzo,East,East
1665,Lupi e Sirene ,4.6,Brunello di Montalcino,2007,550 ,0.428959,0.533172,0.06393710000000001,0.611901,Podere le Ripi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1666,Cave di Prun Amarone della Valpolicella Classico Riserva ,4.3,Amarone della Valpolicella,2007,499 ,0.781914,0.26486,0.449703,0.275891,SalvaTerra,bold,smooth,sweet,semi soft,Veneto,North,North-east
1667,Brunello di Montalcino Vigna di Fiore ,4.4,Brunello di Montalcino,2007,1095 ,0.46662,0.554179,0.029370599999999997,0.619676,Fattoria dei Barbi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1668,Lilium Est Amarone Della Valpolicella Riserva ,4.6,Amarone della Valpolicella,2007,705.83 ,0.825,0.218855,0.537246,0.229465,Tenuta Sant'Antonio,bold,smooth,sweet,semi soft,Veneto,North,North-east
1669,Camalaione ,4.3,Chianti,2007,272.62 ,0.491896,0.481785,0.154003,0.448166,Cinciole,semi light,semi tannic,semi dry,semi acidic,Toscana,North,North-west
1670,Barolo Bussia Soprana Vigna Mondoca ,4.3,Barolo,2007,635 ,0.593504,0.7440399999999999,0.021930199999999997,0.825,Oddero,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1671,Rio Sordo Barbaresco Riserva ,4.6,Barbaresco,2007,313.20 ,0.651575,0.6957720000000001,0.015980499999999998,0.825,Cascina Bruciata,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1672,Capatosta ,4.3,Toscana,2007,277.91 ,0.472253,0.385175,0.06693539999999999,0.42248800000000003,Poggio Argentiera,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1673,Bolgheri Superiore ,4.7,Bolgheri Superiore,2007,1773.13 ,0.619045,0.6231300000000001,0.105071,0.514651,Ornellaia,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
1674,Cerretta Barolo ,4.6,Barolo,2007,435.74 ,0.6150950000000001,0.7456520000000001,0.0455006,0.743846,Luigi Baudana,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1675, Amarone della Valpolicella Riserva ,4.7,Amarone della Valpolicella,2007,495.09 ,0.799653,0.225293,0.44339799999999996,0.245122,Villa Canestrari,bold,smooth,sweet,semi soft,Veneto,North,North-east
1676,Il Bospoeper Barbera d'Alba ,4.6,Barbera d'Alba,2007,175.97 ,0.525,0.144,0.0,0.575,Nizza Silvano,semi light,smooth,dry,semi acidic,Piemonte,North,North-west
1677,Sogrà ,4.6,Toscana,2007,154.58 ,0.37555999999999995,0.381716,0.0,0.372761,Le Pietrose,light,semi smooth,dry,semi soft,Toscana,North,North-west
1678,Il Velluto Amarone della Valpolicella Classico Riserva ,4.6,Amarone della Valpolicella Classico,2007,578.86 ,0.663348,0.168581,0.4168899999999999,0.21093699999999999,Meroni,semi bold,smooth,semi sweet,soft,Veneto,North,North-east
1679,Castello di Vicarello ,4.6,Toscana,2007,626.51 ,0.380985,0.229206,0.0025492999999999987,0.383011,Carlo Baccheschi Berti,semi light,smooth,dry,semi soft,Toscana,North,North-west
1680,Vigneti dei Coali Amarone della Valpolicella Classico Riserva ,4.7,Amarone della Valpolicella Classico,2007,425 ,0.825,0.197902,0.443579,0.20624199999999998,Coali,bold,smooth,sweet,soft,Veneto,North,North-east
1681,Refolà ,4.6,Veneto,2007,334.52 ,0.598645,0.361084,0.278881,0.24721999999999997,Le Vigne di San Pietro,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
1682,Raro Cabernet Sauvignon Selezione ,4.9,Veneto,2007,2050.86 ,0.69713,0.375278,0.155,0.183148,Marion,bold,semi smooth,semi dry,soft,Veneto,North,North-east
1683,Coparossa Barbaresco ,4.5,Barbaresco,2007,543.74 ,0.555066,0.6533209999999999,0.011071,0.825,Bruno Rocca,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1684,Vürsù Barbaresco Gallina ,4.5,Barbaresco,2007,995 ,0.608424,0.68566,0.0415303,0.825,La Spinetta,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1685,Ripe del Falco Cirò Classico Superiore Riserva ,4.2,Cirò,2007,299 ,0.825,0.538677,0.20031500000000002,0.284393,Ippolito 1845,bold,semi tannic,semi dry,semi soft,Calabria,South,South-west
1686,Barolo Vigneto Rocche ,4.5,Barolo,2007,506.73 ,0.641637,0.769936,0.0,0.825,Andrea Oberto,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1687,Barolo Vigna Rionda ,4.5,Barolo,2007,695 ,0.6118899999999999,0.768648,0.075208,0.825,Pira Luigi,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1688,Larigi Langhe Rosso ,4.5,Langhe,2007,679 ,0.600436,0.359212,0.15872399999999998,0.230015,Elio Altare,semi bold,semi smooth,semi dry,semi soft,Piemonte,North,North-west
1689,Damo Vino Nobile di Montepulciano ,4.5,Vino Nobile di Montepulciano,2007,295 ,0.469152,0.600263,0.07377189999999999,0.624167,Montemercurio,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1690,Harimann Montepulciano d'Abruzzo ,4.5,Montepulciano d'Abruzzo,2007,349 ,0.47761200000000004,0.479934,0.08551700000000001,0.632845,Pasetti,semi light,semi tannic,dry,acidic,Abruzzo,East,East
1691,Saporoia Brunello di Montalcino ,4.5,Brunello di Montalcino,2007,183.61 ,0.447752,0.590516,0.049813399999999994,0.59092,Baccinetti,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1692,Alivio Barbaresco Riserva ,4.5,Barbaresco,2007,330.75 ,0.5704910000000001,0.564039,0.0,0.7371880000000001,Rocche dei Barbari,semi bold,semi tannic,dry,acidic,Piemonte,North,North-west
1693,Franci Brunello di Montalcino ,4.5,Brunello di Montalcino,2007,669.05 ,0.46662,0.543975,0.0567935,0.618707,Tassi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1694,Barolo Pressenda ,4.5,Barolo,2007,409 ,0.610355,0.757128,0.0241967,0.825,Abbona,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1695,Radaia Maremma Toscana ,4.5,Maremma Toscana,2007,261.84 ,0.531424,0.323159,0.029467,0.350736,Fattoria la Parrina,semi bold,semi smooth,dry,semi soft,Toscana,North,North-west
1696,Brunello di Montalcino Riserva (Casato Prime Donne) ,4.5,Brunello di Montalcino,2007,528 ,0.47219099999999997,0.581515,0.0395695,0.604745,Donatella Cinelli Colombini,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1697,Barolo Riserva Rüncot ,4.5,Barolo,2007,1810 ,0.6135100000000001,0.728978,0.0363928,0.825,Elio Grasso,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1698,Pietradonice ,4.5,Toscana,2007,484.16 ,0.528857,0.43849899999999997,0.12825799999999998,0.423824,Casanova di Neri,semi bold,semi smooth,dry,semi acidic,Toscana,North,North-west
1699,Barbaresco Rabajà ,4.5,Barbaresco,2007,700 ,0.580943,0.660479,0.035179,0.813583,Bruno Rocca,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1700,Valpolicella Vigneti di Marcellise ,4.5,Valpolicella,2007,664.70 ,0.387258,0.31838700000000003,0.09282299999999999,0.553306,Brigaldara,semi light,semi smooth,dry,semi acidic,Veneto,North,North-east
1701,Remo Farina Montefante Amarone della Valpolicella Classico Riserva ,4.5,Amarone della Valpolicella Classico,2007,399 ,0.825,0.21063199999999999,0.47767699999999996,0.236005,Farina,bold,smooth,sweet,semi soft,Veneto,North,North-east
1702,Pugnitello ,4.2,Toscana,2007,231.65 ,0.499701,0.409952,0.130922,0.409871,San Felice,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1703,Barolo Riserva (Cascina Dardi) ,4.5,Barolo,2007,758.84 ,0.58958,0.7280199999999999,0.0706354,0.8227519999999999,Alessandro e Gian Natale Fantino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1704,Vino Nobile di Montepulciano Riserva ,3.9,Vino Nobile di Montepulciano,2007,469 ,0.581738,0.534609,0.0,0.638633,Valdipiatta,semi bold,semi tannic,dry,acidic,Toscana,North,North-west
1705,Aglianico Riserva Contado ,3.5,Molise,2007,59.51 ,0.475814,0.44898999999999994,0.0400965,0.44298299999999996,Di Majo Norante,semi light,semi smooth,dry,semi acidic,Molise,East,East
1706,Poggio alle Mura Brunello di Montalcino Riserva ,4.5,Brunello di Montalcino,2007,895 ,0.520007,0.584617,0.117888,0.6197410000000001,Banfi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1707,Langhe Rouge ,4.3,Langhe,2007,499 ,0.568553,0.416974,0.129474,0.21583300000000002,Monti,semi bold,semi smooth,dry,semi soft,Piemonte,North,North-west
1708,Amarone della Valpolicella Classico Villa Rizzardi ,4.5,Amarone della Valpolicella Classico,2007,425 ,0.825,0.214925,0.501952,0.197347,Guerrieri Rizzardi,bold,smooth,sweet,soft,Veneto,North,North-east
1709,Toscana Camartina ,4.4,Toscana,2007,828.58 ,0.499081,0.40702,0.103054,0.442656,Querciabella,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1710,Messaggero Vino Nobile di Montepulciano ,3.9,Vino Nobile di Montepulciano,2007,305 ,0.548314,0.57982,0.0280295,0.6438679999999999,Montemercurio,semi bold,semi tannic,dry,acidic,Toscana,North,North-west
1711,Galatrona ,4.5,Toscana,2007,700 ,0.5079600000000001,0.40051400000000004,0.115395,0.42160400000000003,Petrolo,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1712,Pertichetta Croatina ,3.9,Colli Tortonesi,2007,160 ,0.605256,0.46631700000000004,0.113499,0.241122,Vigneti Massa,semi bold,semi smooth,dry,semi soft,Piemonte,North,North-west
1713,Barolo Riserva Monprivato Cà d'Morissio ,4.6,Barolo,2006,2508.32 ,0.581082,0.790542,0.015790199999999997,0.825,Mascarello Giuseppe e Figlio,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1714,Cannubi San Lorenzo - Ravera Barolo ,4.6,Barolo,2006,1056.06 ,0.562279,0.766258,0.08347000000000002,0.798406,Giuseppe Rinaldi,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1715,Graticciaia ,4.8,Salento,2006,399.39 ,0.825,0.33667,0.332152,0.214706,Vallone,bold,semi smooth,semi sweet,semi soft,Puglia,East,South-east
1716,Preda Sarmassa Barolo ,4.4,Barolo,2006,669.31 ,0.535894,0.666015,0.0,0.825,Virna,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1717,I Castagni Bolgheri Superiore ,4.5,Bolgheri Superiore,2006,644.45 ,0.642592,0.6256900000000001,0.067551,0.486567,Michele Satta,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
1718,Cerasum Amarone della Valpolicella ,4.7,Amarone della Valpolicella,2006,216.66 ,0.825,0.242897,0.496786,0.221191,Soraighe,bold,smooth,sweet,semi soft,Veneto,North,North-east
1719,Sapaio Bolgheri Superiore ,4.5,Bolgheri Superiore,2006,399 ,0.6401699999999999,0.701477,0.07365730000000001,0.522731,Podere Sapaio,semi bold,tannic,dry,semi acidic,Toscana,North,North-west
1720,Amarone della Valpolicella Classico Vigneto Alto TB ,4.7,Amarone della Valpolicella Classico,2006,1250 ,0.825,0.203448,0.506769,0.169234,Bussola,bold,smooth,sweet,soft,Veneto,North,North-east
1721,Assajé ,4.5,Isola dei Nuraghi,2006,460.32 ,0.763189,0.383247,0.272387,0.27496200000000004,Capichera,bold,semi smooth,semi dry,semi soft,Sardegna,West,West
1722,Gemini Brunello di Montalcino Riserva ,4.5,Brunello di Montalcino,2006,588.10 ,0.490021,0.576618,0.07715299999999999,0.631548,La Serena,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1723,Rosso di Montalcino ,4.5,Rosso di Montalcino,2006,383.60 ,0.398185,0.36914,0.0465318,0.467845,Poggio di Sotto,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1724,Barolo Giachini ,4.1,Barolo,2006,500 ,0.593152,0.7216,0.0,0.825,Fratelli Revello,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1725, Dieci Inverni ,4.6,Abruzzo,2006,1382.61 ,0.425,0.40909100000000004,0.0,0.402273,Castorani,semi light,semi smooth,dry,semi soft,Abruzzo,East,East
1726,Toscana ,4.8,Toscana,2006,7500 ,0.53252,0.433563,0.15148299999999998,0.436284,Masseto,semi bold,semi smooth,semi dry,semi acidic,Toscana,North,North-west
1727,Da Vinci Brunello di Montalcino ,4.5,Brunello di Montalcino,2006,358.16 ,0.497718,0.550189,0.06178380000000001,0.599879,Cantine Leonardo da Vinci,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1728,Vigna Loreto Brunello di Montalcino ,4.5,Brunello di Montalcino,2006,610.78 ,0.45278999999999997,0.563047,0.0686773,0.611244,Mastrojanni,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1729,Villa Gemma Montepulciano d'Abruzzo ,4.3,Montepulciano d'Abruzzo,2006,889.95 ,0.459317,0.43312399999999995,0.084869,0.612952,Masciarelli,semi light,semi smooth,dry,semi acidic,Abruzzo,East,East
1730,Ciabot Manzoni Barolo ,3.9,Barolo,2006,799 ,0.612006,0.785514,0.0,0.822581,Silvio Grasso,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1731,Tané Terre Siciliane ,4.3,Terre Siciliane,2006,319.50 ,0.775372,0.397941,0.250381,0.230216,Valle dell'Acate,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
1732,Campo Marna Cinquecento Amarone della Valpolicella ,4.7,Amarone della Valpolicella,2006,1999 ,0.780771,0.112326,0.428532,0.179179,I Campi,bold,smooth,semi sweet,soft,Veneto,North,North-east
1733,Barolo San Rocco ,4.1,Barolo,2006,495 ,0.6331140000000001,0.7771729999999999,0.059749,0.822347,Azelia,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1734,Amarone Stella ,4.7,Amarone della Valpolicella Classico,2006,1110.07 ,0.48444,0.322556,0.296716,0.5503170000000001,Aneri,semi light,semi smooth,semi sweet,semi acidic,Veneto,North,North-east
1735,Barolo Lazzarito Riserva ,4.1,Barolo,2006,506.50 ,0.5643670000000001,0.7573050000000001,0.029339399999999998,0.7899309999999999,Ettore Germano,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1736,Sassontino ,4.2,Toscana,2006,599 ,0.529237,0.37084000000000006,0.026977099999999997,0.451929,La Spinetta,semi bold,semi smooth,dry,semi acidic,Toscana,North,North-west
1737,Riserva Vigna Fontelontano Brunello di Montalcino ,4.7,Brunello di Montalcino,2006,699 ,0.48167499999999996,0.510193,0.09237999999999999,0.618316,Collemattoni,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1738,Campedel Amarone della Valpolicella Classico ,4.7,Amarone della Valpolicella Classico,2006,349 ,0.825,0.218963,0.434908,0.199596,Gamba,bold,smooth,semi sweet,soft,Veneto,North,North-east
1739,Chianti Classico Gran Selezione ,4.6,Chianti Classico,2006,1443.53 ,0.401233,0.534885,0.010609800000000003,0.621877,Isole e Olena,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1740,Bric Balin Barbaresco ,4.2,Barbaresco,2006,409.67 ,0.592613,0.69313,0.044782899999999994,0.821752,Moccagatta,semi bold,tannic,dry,acidic,Piemonte,North,North-west
